dates,ret_5_yr_daily,ret_10_yr_daily,bps_credit_aaa,bps_credit_baa,spread_aaa.minus.baa
5/8/2001,4.746,5.245,7.23,8,0.77
5/9/2001,4.655,5.174,7.19,7.96,0.77
5/10/2001,4.783,5.295,7.26,8.05,0.79
5/11/2001,4.933,5.447,7.39,8.18,0.79
5/14/2001,4.926,5.42,7.35,8.14,0.79
5/15/2001,4.966,5.512,7.4,8.19,0.79
5/16/2001,4.941,5.445,7.37,8.14,0.77
5/17/2001,4.977,5.407,7.31,8.07,0.76
5/18/2001,4.999,5.405,7.27,8.03,0.76
5/21/2001,4.981,5.374,7.26,8.02,0.76
5/22/2001,4.985,5.41,7.28,8.05,0.77
5/23/2001,4.952,5.401,7.31,8.1,0.79
5/24/2001,5.032,5.491,7.37,8.17,0.8
5/25/2001,5.022,5.511,7.37,8.17,0.8
5/28/2001,5.027,5.494,,,
5/29/2001,5.051,5.515,7.37,8.18,0.81
5/30/2001,5.04,5.509,7.36,8.17,0.81
5/31/2001,4.914,5.381,7.29,8.08,0.79
6/1/2001,4.939,5.364,7.22,8.02,0.8
6/4/2001,4.921,5.341,7.2,8,0.8
6/5/2001,4.827,5.269,7.16,7.95,0.79
6/6/2001,4.82,5.255,7.17,7.96,0.79
6/7/2001,4.871,5.324,7.22,8.01,0.79
6/8/2001,4.915,5.356,7.24,8.03,0.79
6/11/2001,4.842,5.284,7.2,7.98,0.78
6/12/2001,4.799,5.253,7.16,7.95,0.79
6/13/2001,4.784,5.263,7.16,7.95,0.79
6/14/2001,4.727,5.221,7.14,7.93,0.79
6/15/2001,4.705,5.232,7.2,7.98,0.78
6/18/2001,4.709,5.251,7.21,8,0.79
6/19/2001,4.702,5.236,7.2,7.99,0.79
6/20/2001,4.684,5.205,7.18,7.98,0.8
6/21/2001,4.658,5.172,7.15,7.96,0.81
6/22/2001,4.597,5.115,7.09,7.89,0.8
6/25/2001,4.611,5.13,7.1,7.91,0.81
6/26/2001,4.713,5.224,7.16,7.96,0.8
6/27/2001,4.789,5.235,7.13,7.94,0.81
6/28/2001,4.899,5.334,7.19,8.01,0.82
6/29/2001,4.95,5.412,7.25,8.07,0.82
7/2/2001,4.826,5.322,7.2,8.04,0.84
7/3/2001,4.877,5.38,7.24,8.08,0.84
7/4/2001,4.866,5.378,,,
7/5/2001,4.881,5.391,7.26,8.11,0.85
7/6/2001,4.83,5.359,7.25,8.1,0.85
7/9/2001,4.804,5.327,7.22,8.06,0.84
7/10/2001,4.753,5.274,7.19,8.03,0.84
7/11/2001,4.786,5.289,7.21,8.05,0.84
7/12/2001,4.746,5.234,7.16,8.01,0.85
7/13/2001,4.753,5.217,7.15,7.98,0.83
7/16/2001,4.706,5.173,7.11,7.95,0.84
7/17/2001,4.75,5.204,7.11,7.95,0.84
7/18/2001,4.622,5.091,7.07,7.9,0.83
7/19/2001,4.64,5.106,7.07,7.91,0.84
7/20/2001,4.658,5.129,7.08,7.92,0.84
7/23/2001,4.636,5.104,7.06,7.9,0.84
7/24/2001,4.636,5.11,7.05,7.87,0.82
7/25/2001,4.706,5.182,7.11,7.94,0.83
7/26/2001,4.629,5.129,7.12,7.95,0.83
7/27/2001,4.589,5.098,7.08,7.9,0.82
7/30/2001,4.559,5.066,7.05,7.87,0.82
7/31/2001,4.526,5.054,7.03,7.85,0.82
8/1/2001,4.556,5.071,7.06,7.87,0.81
8/2/2001,4.644,5.151,7.09,7.91,0.82
8/3/2001,4.662,5.157,7.11,7.92,0.81
8/6/2001,4.647,5.153,7.11,7.94,0.83
8/7/2001,4.651,5.168,7.12,7.94,0.82
8/8/2001,4.526,5.05,7.05,7.87,0.82
8/9/2001,4.574,5.034,7.06,7.88,0.82
8/10/2001,4.526,4.98,7.04,7.86,0.82
8/13/2001,4.504,4.976,7.04,7.86,0.82
8/14/2001,4.515,4.966,7.04,7.86,0.82
8/15/2001,4.57,5,7.05,7.86,0.81
8/16/2001,4.514,4.94,7.02,7.84,0.82
8/17/2001,4.419,4.839,6.98,7.81,0.83
8/20/2001,4.477,4.902,7.01,7.84,0.83
8/21/2001,4.418,4.864,7,7.85,0.85
8/22/2001,4.47,4.894,7,7.85,0.85
8/23/2001,4.444,4.88,6.96,7.81,0.85
8/24/2001,4.481,4.922,7,7.84,0.84
8/27/2001,4.488,4.924,7.01,7.85,0.84
8/28/2001,4.403,4.836,6.96,7.8,0.84
8/29/2001,4.351,4.771,6.92,7.75,0.83
8/30/2001,4.381,4.812,6.92,7.76,0.84
8/31/2001,4.38,4.832,6.92,7.75,0.83
9/3/2001,4.365,4.826,,,
9/4/2001,4.528,4.959,7.03,7.87,0.84
9/5/2001,4.521,4.967,7.02,7.87,0.85
9/6/2001,4.413,4.873,6.95,7.8,0.85
9/7/2001,4.302,4.79,6.94,7.79,0.85
9/10/2001,4.32,4.835,6.98,7.83,0.85
9/11/2001,4.219,4.809,,,
9/13/2001,3.953,4.623,6.94,7.8,0.86
9/14/2001,3.814,4.553,7.07,7.93,0.86
9/17/2001,3.908,4.623,7.22,8.08,0.86
9/18/2001,3.896,4.707,7.34,8.2,0.86
9/19/2001,3.816,4.691,7.35,8.21,0.86
9/20/2001,3.841,4.742,7.4,8.27,0.87
9/21/2001,3.825,4.691,7.37,8.23,0.86
9/24/2001,3.869,4.716,7.35,8.21,0.86
9/25/2001,3.843,4.7,7.36,8.2,0.84
9/26/2001,3.773,4.628,7.26,8.11,0.85
9/27/2001,3.726,4.548,7.2,8.05,0.85
9/28/2001,3.804,4.588,7.17,8.02,0.85
10/1/2001,3.767,4.54,7.14,7.99,0.85
10/2/2001,3.723,4.501,7.07,7.95,0.88
10/3/2001,3.712,4.468,7.04,7.93,0.89
10/4/2001,3.733,4.506,7.03,7.91,0.88
10/5/2001,3.72,4.504,7.04,7.92,0.88
10/8/2001,3.727,4.506,,,
10/9/2001,3.8,4.593,7.11,7.98,0.87
10/10/2001,3.818,4.597,7.07,7.95,0.88
10/11/2001,3.888,4.666,7.1,7.99,0.89
10/12/2001,3.876,4.669,7.12,8.01,0.89
10/15/2001,3.802,4.599,7.07,7.96,0.89
10/16/2001,3.764,4.559,7.04,7.92,0.88
10/17/2001,3.786,4.567,7.01,7.9,0.89
10/18/2001,3.782,4.577,7.01,7.89,0.88
10/19/2001,3.817,4.621,7.05,7.92,0.87
10/22/2001,3.847,4.633,7.04,7.91,0.87
10/23/2001,3.854,4.643,7.07,7.94,0.87
10/24/2001,3.798,4.596,7.01,7.89,0.88
10/25/2001,3.757,4.551,6.98,7.86,0.88
10/26/2001,3.737,4.529,6.96,7.84,0.88
10/29/2001,3.67,4.48,6.94,7.82,0.88
10/30/2001,3.585,4.41,6.91,7.79,0.88
10/31/2001,3.475,4.232,6.81,7.68,0.87
11/1/2001,3.525,4.24,6.75,7.61,0.86
11/2/2001,3.608,4.358,6.87,7.74,0.87
11/5/2001,3.556,4.296,6.78,7.65,0.87
11/6/2001,3.501,4.256,6.79,7.66,0.87
11/7/2001,3.464,4.178,6.7,7.57,0.87
11/8/2001,3.581,4.286,6.74,7.6,0.86
11/9/2001,3.622,4.303,6.75,7.61,0.86
11/12/2001,3.619,4.303,,,
11/13/2001,3.692,4.378,6.78,7.65,0.87
11/14/2001,3.862,4.539,6.88,7.73,0.85
11/15/2001,4.102,4.762,7.06,7.89,0.83
11/16/2001,4.206,4.843,7.17,7.98,0.81
11/19/2001,4.146,4.798,7.07,7.88,0.81
11/20/2001,4.185,4.863,7.15,7.96,0.81
11/21/2001,4.315,5.013,7.19,7.99,0.8
11/22/2001,4.313,4.966,,,
11/23/2001,4.356,4.987,7.21,8.01,0.8
11/26/2001,4.403,5.015,7.22,8.01,0.79
11/27/2001,4.285,4.919,7.12,7.99,0.87
11/28/2001,4.289,4.925,7.12,7.99,0.87
11/29/2001,4.092,4.756,7,7.86,0.86
11/30/2001,4.064,4.752,7.02,7.88,0.86
12/3/2001,3.986,4.687,7.01,7.89,0.88
12/4/2001,3.972,4.66,6.98,7.85,0.87
12/5/2001,4.23,4.893,7.11,7.99,0.88
12/6/2001,4.364,5.013,7.2,8.07,0.87
12/7/2001,4.482,5.167,6.88,8.16,1.28
12/10/2001,4.391,5.098,6.88,8.17,1.29
12/11/2001,4.297,5.051,6.7,8.14,1.44
12/12/2001,4.287,5.005,6.63,8.06,1.43
12/13/2001,4.356,5.073,6.69,8.11,1.42
12/14/2001,4.489,5.188,6.73,8.15,1.42
12/17/2001,4.475,5.186,6.78,8.23,1.45
12/18/2001,4.421,5.121,6.66,8.1,1.44
12/19/2001,4.37,5.047,6.61,8.02,1.41
12/20/2001,4.359,5.03,6.59,8,1.41
12/21/2001,4.419,5.084,6.6,7.99,1.39
12/24/2001,4.457,5.136,,,
12/25/2001,4.457,5.136,,,
12/26/2001,4.535,5.199,6.66,8.04,1.38
12/27/2001,4.392,5.065,6.63,8.01,1.38
12/28/2001,4.422,5.113,6.68,8.02,1.34
12/31/2001,4.302,5.051,6.61,7.92,1.31
1/1/2002,4.328,5.032,,,
1/2/2002,4.469,5.16,6.7,8.02,1.32
1/3/2002,4.432,5.111,6.69,7.98,1.29
1/4/2002,4.429,5.128,6.67,7.96,1.29
1/7/2002,4.327,5.049,6.59,7.89,1.3
1/8/2002,4.349,5.08,6.6,7.9,1.3
1/9/2002,4.305,5.051,6.6,7.88,1.28
1/10/2002,4.225,4.979,6.53,7.82,1.29
1/11/2002,4.087,4.866,6.48,7.78,1.3
1/14/2002,4.105,4.876,6.49,7.79,1.3
1/15/2002,4.091,4.835,6.45,7.74,1.29
1/16/2002,4.091,4.839,6.46,7.75,1.29
1/17/2002,4.194,4.925,6.51,7.8,1.29
1/18/2002,4.163,4.894,6.46,7.8,1.34
1/21/2002,4.167,4.892,,,
1/22/2002,4.204,4.919,6.47,7.81,1.34
1/23/2002,4.315,5.029,6.57,7.92,1.35
1/24/2002,4.334,5.008,6.57,7.92,1.35
1/25/2002,4.406,5.071,6.56,7.91,1.35
1/28/2002,4.414,5.073,6.54,7.9,1.36
1/29/2002,4.239,4.942,6.49,7.86,1.37
1/30/2002,4.333,5.014,6.51,7.91,1.4
1/31/2002,4.371,5.033,6.54,7.92,1.38
2/1/2002,4.297,4.985,6.5,7.88,1.38
2/4/2002,4.216,4.902,6.45,7.87,1.42
2/5/2002,4.205,4.894,6.45,7.9,1.45
2/6/2002,4.217,4.923,6.49,7.93,1.44
2/7/2002,4.221,4.939,6.54,7.98,1.44
2/8/2002,4.17,4.879,6.5,7.93,1.43
2/11/2002,4.2,4.907,6.52,7.93,1.41
2/12/2002,4.275,4.975,6.58,7.96,1.38
2/13/2002,4.298,4.987,6.57,7.94,1.37
2/14/2002,4.261,4.945,6.53,7.9,1.37
2/15/2002,4.18,4.875,6.48,7.84,1.36
2/18/2002,4.184,4.863,,,
2/19/2002,4.192,4.873,6.51,7.87,1.36
2/20/2002,4.207,4.889,6.52,7.89,1.37
2/21/2002,4.162,4.853,6.5,7.85,1.35
2/22/2002,4.141,4.831,6.47,7.82,1.35
2/25/2002,4.171,4.849,6.49,7.84,1.35
2/26/2002,4.243,4.927,6.54,7.89,1.35
2/27/2002,4.127,4.833,6.5,7.84,1.34
2/28/2002,4.191,4.877,6.52,7.86,1.34
3/1/2002,4.313,4.981,6.61,7.95,1.34
3/4/2002,4.332,4.999,6.62,7.96,1.34
3/5/2002,4.329,5.001,6.6,7.92,1.32
3/6/2002,4.375,5.052,6.65,7.97,1.32
3/7/2002,4.574,5.227,6.75,8.05,1.3
3/8/2002,4.7,5.325,6.83,8.12,1.29
3/11/2002,4.685,5.32,6.83,8.11,1.28
3/12/2002,4.666,5.31,6.82,8.1,1.28
3/13/2002,4.609,5.279,6.82,8.1,1.28
3/14/2002,4.761,5.409,6.91,8.19,1.28
3/15/2002,4.708,5.327,6.88,8.16,1.28
3/18/2002,4.697,5.3,6.84,8.12,1.28
3/19/2002,4.675,5.286,6.87,8.16,1.29
3/20/2002,4.808,5.406,6.93,8.21,1.28
3/21/2002,4.769,5.365,6.88,8.17,1.29
3/22/2002,4.823,5.404,6.88,8.18,1.3
3/25/2002,4.839,5.408,6.89,8.15,1.26
3/26/2002,4.769,5.345,6.85,8.11,1.26
3/27/2002,4.758,5.341,6.85,8.16,1.31
3/28/2002,4.84,5.4,6.9,8.23,1.33
3/29/2002,4.805,5.396,,,
4/1/2002,4.833,5.426,6.9,8.22,1.32
4/2/2002,4.743,5.341,6.86,8.17,1.31
4/3/2002,4.661,5.278,6.81,8.13,1.32
4/4/2002,4.658,5.258,6.8,8.12,1.32
4/5/2002,4.593,5.206,6.76,8.07,1.31
4/8/2002,4.637,5.262,6.79,8.1,1.31
4/9/2002,4.571,5.202,6.75,8.07,1.32
4/10/2002,4.591,5.233,6.76,8.08,1.32
4/11/2002,4.561,5.206,6.74,8.05,1.31
4/12/2002,4.496,5.156,6.72,8.04,1.32
4/15/2002,4.477,5.138,6.69,7.99,1.3
4/16/2002,4.528,5.192,6.73,8.01,1.28
4/17/2002,4.541,5.233,6.73,8.03,1.3
4/18/2002,4.51,5.198,6.79,8.05,1.26
4/19/2002,4.514,5.196,6.76,8.01,1.25
4/22/2002,4.502,5.175,6.78,7.96,1.18
4/23/2002,4.507,5.161,6.77,7.96,1.19
4/24/2002,4.437,5.111,6.73,7.92,1.19
4/25/2002,4.418,5.093,6.73,7.93,1.2
4/26/2002,4.369,5.054,6.71,7.91,1.2
4/29/2002,4.44,5.12,6.73,7.95,1.22
4/30/2002,4.405,5.085,6.71,7.95,1.24
5/1/2002,4.358,5.058,6.71,7.94,1.23
5/2/2002,4.402,5.093,6.71,7.97,1.26
5/3/2002,4.353,5.054,6.71,7.97,1.26
5/6/2002,4.361,5.064,6.66,7.96,1.3
5/7/2002,4.322,5.054,6.65,7.95,1.3
5/8/2002,4.587,5.216,6.76,8.1,1.34
5/9/2002,4.523,5.162,6.74,8.09,1.35
5/10/2002,4.449,5.116,6.72,8.08,1.36
5/13/2002,4.544,5.221,6.78,8.13,1.35
5/14/2002,4.619,5.275,6.85,8.21,1.36
5/15/2002,4.573,5.244,6.84,8.19,1.35
5/16/2002,4.505,5.167,6.8,8.16,1.36
5/17/2002,4.594,5.251,6.85,8.21,1.36
5/20/2002,4.527,5.198,6.8,8.17,1.37
5/21/2002,4.47,5.148,6.76,8.13,1.37
5/22/2002,4.428,5.113,6.73,8.11,1.38
5/23/2002,4.46,5.148,6.78,8.13,1.35
5/24/2002,4.453,5.144,6.77,8.12,1.35
5/27/2002,4.449,5.136,,,
5/28/2002,4.438,5.128,6.76,8.11,1.35
5/29/2002,4.375,5.061,6.74,8.08,1.34
5/30/2002,4.325,5.02,6.72,8.06,1.34
5/31/2002,4.353,5.043,6.73,8.06,1.33
6/3/2002,4.297,4.997,6.72,8.06,1.34
6/4/2002,4.318,5.026,6.72,8.05,1.33
6/5/2002,4.332,5.047,6.75,8.07,1.32
6/6/2002,4.24,4.975,6.73,8.03,1.3
6/7/2002,4.321,5.066,6.76,8.06,1.3
6/10/2002,4.296,5.026,6.72,8.02,1.3
6/11/2002,4.243,4.973,6.67,7.97,1.3
6/12/2002,4.229,4.962,6.67,7.98,1.31
6/13/2002,4.172,4.899,6.63,7.94,1.31
6/14/2002,4.066,4.797,6.55,7.85,1.3
6/17/2002,4.105,4.844,6.55,7.86,1.31
6/18/2002,4.083,4.833,6.59,7.9,1.31
6/19/2002,3.981,4.726,6.52,7.82,1.3
6/20/2002,4.048,4.788,6.57,7.9,1.33
6/21/2002,4.03,4.766,6.52,7.84,1.32
6/24/2002,4.086,4.827,6.57,7.9,1.33
6/25/2002,4.065,4.817,6.58,7.91,1.33
6/26/2002,3.997,4.742,6.52,7.87,1.35
6/27/2002,4.061,4.821,6.61,7.98,1.37
6/28/2002,4.032,4.797,6.61,7.99,1.38
7/1/2002,4.003,4.78,6.61,7.99,1.38
7/2/2002,3.947,4.725,6.56,7.95,1.39
7/3/2002,3.968,4.764,6.55,7.95,1.4
7/4/2002,3.949,4.762,,,
7/5/2002,4.08,4.856,6.62,8.05,1.43
7/8/2002,4.009,4.794,6.6,8.03,1.43
7/9/2002,3.921,4.725,6.56,7.97,1.41
7/10/2002,3.794,4.612,6.51,7.87,1.36
7/11/2002,3.818,4.636,6.5,7.87,1.37
7/12/2002,3.75,4.572,6.49,7.87,1.38
7/15/2002,3.799,4.626,6.51,7.92,1.41
7/16/2002,3.845,4.68,6.59,7.99,1.4
7/17/2002,3.844,4.682,6.55,7.98,1.43
7/18/2002,3.745,4.606,6.54,7.96,1.42
7/19/2002,3.65,4.519,6.5,7.86,1.36
7/22/2002,3.558,4.444,6.45,7.81,1.36
7/23/2002,3.454,4.406,6.44,7.8,1.36
7/24/2002,3.523,4.485,6.46,7.84,1.38
7/25/2002,3.421,4.38,6.46,7.78,1.32
7/26/2002,3.392,4.382,6.51,7.77,1.26
7/29/2002,3.573,4.561,6.58,7.87,1.29
7/30/2002,3.615,4.585,6.62,7.86,1.24
7/31/2002,3.446,4.459,6.53,7.76,1.23
8/1/2002,3.345,4.389,6.52,7.74,1.22
8/2/2002,3.208,4.29,6.45,7.67,1.22
8/5/2002,3.104,4.208,6.43,7.65,1.22
8/6/2002,3.245,4.331,6.48,7.72,1.24
8/7/2002,3.264,4.304,6.45,7.7,1.25
8/8/2002,3.349,4.394,6.48,7.73,1.25
8/9/2002,3.247,4.255,6.4,7.63,1.23
8/12/2002,3.23,4.215,6.35,7.55,1.2
8/13/2002,3.114,4.085,6.3,7.51,1.21
8/14/2002,3.243,4.119,6.23,7.43,1.2
8/15/2002,3.288,4.18,6.29,7.52,1.23
8/16/2002,3.418,4.324,6.37,7.64,1.27
8/19/2002,3.377,4.284,6.35,7.61,1.26
8/20/2002,3.24,4.147,6.29,7.53,1.24
8/21/2002,3.269,4.197,6.31,7.52,1.21
8/22/2002,3.38,4.317,6.37,7.58,1.21
8/23/2002,3.308,4.233,6.33,7.52,1.19
8/26/2002,3.284,4.224,6.32,7.51,1.19
8/27/2002,3.346,4.282,6.38,7.57,1.19
8/28/2002,3.295,4.212,6.34,7.52,1.18
8/29/2002,3.212,4.137,6.31,7.49,1.18
8/30/2002,3.195,4.141,6.28,7.46,1.18
9/2/2002,3.202,4.133,,,
9/3/2002,3.003,3.963,6.2,7.37,1.17
9/4/2002,3.003,3.961,6.17,7.36,1.19
9/5/2002,2.952,3.925,6.19,7.38,1.19
9/6/2002,3.04,4.011,6.26,7.47,1.21
9/9/2002,3.105,4.059,6.25,7.46,1.21
9/10/2002,3.057,3.994,6.23,7.43,1.2
9/11/2002,3.129,4.058,6.24,7.49,1.25
9/12/2002,3.023,3.96,6.19,7.43,1.24
9/13/2002,2.971,3.905,6.15,7.36,1.21
9/16/2002,2.995,3.913,6.13,7.37,1.24
9/17/2002,2.899,3.817,6.13,7.38,1.25
9/18/2002,2.912,3.841,6.13,7.37,1.24
9/19/2002,2.834,3.776,6.11,7.34,1.23
9/20/2002,2.833,3.785,6.11,7.38,1.27
9/23/2002,2.755,3.694,6.07,7.33,1.26
9/24/2002,2.693,3.645,6.04,7.34,1.3
9/25/2002,2.792,3.748,6.15,7.44,1.29
9/26/2002,2.808,3.764,6.14,7.43,1.29
9/27/2002,2.675,3.658,6.11,7.4,1.29
9/30/2002,2.56,3.594,6.09,7.39,1.3
10/1/2002,2.722,3.715,6.15,7.46,1.31
10/2/2002,2.667,3.667,6.14,7.44,1.3
10/3/2002,2.684,3.684,6.15,7.46,1.31
10/4/2002,2.683,3.665,6.14,7.47,1.33
10/7/2002,2.611,3.613,6.13,7.5,1.37
10/8/2002,2.655,3.633,6.16,7.54,1.38
10/9/2002,2.563,3.567,6.11,7.51,1.4
10/10/2002,2.631,3.657,6.14,7.58,1.44
10/11/2002,2.77,3.778,6.23,7.71,1.48
10/14/2002,2.763,3.786,,,
10/15/2002,2.984,3.993,6.35,7.81,1.46
10/16/2002,3.046,4.048,6.39,7.83,1.44
10/17/2002,3.218,4.2,6.45,7.89,1.44
10/18/2002,3.091,4.105,6.45,7.9,1.45
10/21/2002,3.242,4.251,6.5,7.94,1.44
10/22/2002,3.235,4.258,6.52,7.98,1.46
10/23/2002,3.196,4.231,6.53,7.99,1.46
10/24/2002,3.091,4.115,6.48,7.93,1.45
10/25/2002,3.027,4.091,6.46,7.9,1.44
10/28/2002,2.964,4.086,6.47,7.91,1.44
10/29/2002,2.804,3.938,6.39,7.82,1.43
10/30/2002,2.804,3.961,6.4,7.82,1.42
10/31/2002,2.727,3.893,6.34,7.75,1.41
11/1/2002,2.862,4.004,6.35,7.77,1.42
11/4/2002,2.918,4.043,6.38,7.79,1.41
11/5/2002,2.925,4.07,6.41,7.82,1.41
11/6/2002,2.983,4.033,6.4,7.81,1.41
11/7/2002,2.865,3.892,6.25,7.61,1.36
11/8/2002,2.851,3.856,6.17,7.51,1.34
11/11/2002,2.851,3.839,,,
11/12/2002,2.838,3.848,6.17,7.52,1.35
11/13/2002,2.818,3.839,6.17,7.51,1.34
11/14/2002,3.037,4.056,6.27,7.61,1.34
11/15/2002,3.02,4.029,6.28,7.59,1.31
11/18/2002,3.003,3.996,6.25,7.54,1.29
11/19/2002,3.01,3.977,6.23,7.49,1.26
11/20/2002,3.109,4.057,6.29,7.56,1.27
11/21/2002,3.208,4.152,6.35,7.6,1.25
11/22/2002,3.24,4.178,6.36,7.61,1.25
11/25/2002,3.223,4.174,6.37,7.61,1.24
11/26/2002,3.113,4.065,6.3,7.53,1.23
11/27/2002,3.309,4.258,6.43,7.65,1.22
11/28/2002,3.313,4.25,,,
11/29/2002,3.268,4.205,6.39,7.6,1.21
12/2/2002,3.303,4.229,6.38,7.59,1.21
12/3/2002,3.279,4.201,6.39,7.59,1.2
12/4/2002,3.203,4.151,6.31,7.56,1.25
12/5/2002,3.182,4.137,6.27,7.51,1.24
12/6/2002,3.093,4.083,6.28,7.51,1.23
12/9/2002,3.037,4.034,6.24,7.48,1.24
12/10/2002,3.044,4.046,6.22,7.46,1.24
12/11/2002,3.02,4.023,6.15,7.41,1.26
12/12/2002,3.017,4.023,6.16,7.43,1.27
12/13/2002,3.041,4.067,6.22,7.49,1.27
12/16/2002,3.121,4.159,6.27,7.52,1.25
12/17/2002,3.079,4.124,6.28,7.5,1.22
12/18/2002,2.976,4.034,6.25,7.46,1.21
12/19/2002,2.872,3.938,6.18,7.4,1.22
12/20/2002,2.9,3.957,6.17,7.39,1.22
12/23/2002,2.917,3.971,6.18,7.42,1.24
12/24/2002,2.886,3.934,6.16,7.39,1.23
12/25/2002,2.872,3.932,,,
12/26/2002,2.837,3.902,6.15,7.38,1.23
12/27/2002,2.731,3.808,6.08,7.32,1.24
12/30/2002,2.71,3.795,6.07,7.3,1.23
12/31/2002,2.734,3.816,6.09,7.31,1.22
1/1/2003,2.73,3.818,,,
1/2/2003,2.968,4.03,6.23,7.44,1.21
1/3/2003,2.968,4.017,6.23,7.44,1.21
1/6/2003,3.024,4.052,6.23,7.47,1.24
1/7/2003,2.975,4.005,6.22,7.43,1.21
1/8/2003,2.999,4.017,6.18,7.35,1.17
1/9/2003,3.175,4.179,6.3,7.48,1.18
1/10/2003,3.126,4.132,6.28,7.47,1.19
1/13/2003,3.094,4.12,6.26,7.44,1.18
1/14/2003,3.031,4.077,6.23,7.41,1.18
1/15/2003,3.024,4.06,6.22,7.39,1.17
1/16/2003,3.041,4.077,6.21,7.39,1.18
1/17/2003,2.971,4.009,6.18,7.34,1.16
1/20/2003,2.971,4.015,,,
1/21/2003,2.919,3.97,6.13,7.32,1.19
1/22/2003,2.852,3.914,6.1,7.28,1.18
1/23/2003,2.88,3.936,6.12,7.31,1.19
1/24/2003,2.873,3.928,6.09,7.27,1.18
1/27/2003,2.901,3.963,6.12,7.25,1.13
1/28/2003,2.911,3.968,6.12,7.23,1.11
1/29/2003,2.978,4.021,6.09,7.24,1.15
1/30/2003,2.925,3.961,6.06,7.19,1.13
1/31/2003,2.932,3.962,6.04,7.16,1.12
2/3/2003,2.985,3.992,6.03,7.15,1.12
2/4/2003,2.899,3.92,5.98,7.08,1.1
2/5/2003,2.985,3.995,6,7.13,1.13
2/6/2003,2.929,3.945,5.96,7.09,1.13
2/7/2003,2.897,3.929,5.96,7.07,1.11
2/10/2003,2.939,3.964,5.99,7.1,1.11
2/11/2003,2.914,3.957,5.97,7.11,1.14
2/12/2003,2.919,3.908,5.97,7.09,1.12
2/13/2003,2.844,3.877,5.94,7.06,1.12
2/14/2003,2.929,3.961,5.99,7.11,1.12
2/17/2003,2.915,3.963,,,
2/18/2003,2.919,3.949,5.98,7.1,1.12
2/19/2003,2.861,3.883,5.95,7.04,1.09
2/20/2003,2.831,3.867,5.93,7.03,1.1
2/21/2003,2.844,3.888,5.97,7.06,1.09
2/24/2003,2.803,3.844,5.95,7.03,1.08
2/25/2003,2.776,3.82,5.92,6.99,1.07
2/26/2003,2.729,3.765,5.89,6.96,1.07
2/27/2003,2.719,3.737,5.86,6.96,1.1
2/28/2003,2.661,3.69,5.83,6.92,1.09
3/3/2003,2.638,3.673,5.83,6.91,1.08
3/4/2003,2.604,3.647,5.82,6.9,1.08
3/5/2003,2.567,3.628,5.81,6.88,1.07
3/6/2003,2.6,3.656,5.83,6.91,1.08
3/7/2003,2.566,3.641,5.82,6.89,1.07
3/10/2003,2.479,3.561,5.81,6.88,1.07
3/11/2003,2.508,3.581,5.8,6.88,1.08
3/12/2003,2.548,3.581,5.78,6.86,1.08
3/13/2003,2.74,3.746,5.85,6.95,1.1
3/14/2003,2.682,3.7,5.84,6.94,1.1
3/17/2003,2.818,3.838,5.91,6.99,1.08
3/18/2003,2.903,3.905,5.95,7.02,1.07
3/19/2003,2.979,3.984,5.98,7.02,1.04
3/20/2003,2.917,3.953,6.03,7.06,1.03
3/21/2003,3.079,4.103,6.07,7.1,1.03
3/24/2003,2.941,3.965,6,7.01,1.01
3/25/2003,2.906,3.942,5.99,7.01,1.02
3/26/2003,2.879,3.928,5.94,6.97,1.03
3/27/2003,2.862,3.923,5.91,6.95,1.04
3/28/2003,2.81,3.898,5.87,6.93,1.06
3/31/2003,2.71,3.796,5.77,6.87,1.1
4/1/2003,2.71,3.81,5.77,6.86,1.09
4/2/2003,2.837,3.928,5.84,6.92,1.08
4/3/2003,2.809,3.909,5.83,6.94,1.11
4/4/2003,2.844,3.952,5.83,6.95,1.12
4/7/2003,2.892,3.977,5.87,6.98,1.11
4/8/2003,2.85,3.932,5.8,6.92,1.12
4/9/2003,2.802,3.896,5.78,6.9,1.12
4/10/2003,2.854,3.942,5.8,6.91,1.11
4/11/2003,2.892,3.971,5.82,6.93,1.11
4/14/2003,2.954,4.014,5.85,6.96,1.11
4/15/2003,2.937,3.985,5.81,6.9,1.09
4/16/2003,2.888,3.938,5.78,6.86,1.08
4/17/2003,2.926,3.956,5.76,6.84,1.08
4/18/2003,2.926,3.956,,,
4/21/2003,2.957,3.981,5.74,6.84,1.1
4/22/2003,2.926,3.964,5.73,6.84,1.11
4/23/2003,2.936,3.975,5.7,6.81,1.11
4/24/2003,2.866,3.919,5.62,6.73,1.11
4/25/2003,2.814,3.888,5.6,6.73,1.13
4/28/2003,2.835,3.902,5.57,6.71,1.14
4/29/2003,2.863,3.927,5.61,6.73,1.12
4/30/2003,2.747,3.836,5.53,6.65,1.12
5/1/2003,2.723,3.84,5.54,6.65,1.11
5/2/2003,2.831,3.919,5.54,6.67,1.13
5/5/2003,2.792,3.884,5.52,6.63,1.11
5/6/2003,2.656,3.784,5.47,6.58,1.11
5/7/2003,2.531,3.675,5.4,6.5,1.1
5/8/2003,2.615,3.681,5.35,6.37,1.02
5/9/2003,2.602,3.68,5.36,6.5,1.14
5/12/2003,2.588,3.642,5.33,6.47,1.14
5/13/2003,2.555,3.603,5.31,6.46,1.15
